b;roleta wewnętrzna Basic 62;1549;;134x98;;;;;;
b;roleta wewnętrzna Basic 63;1447;;78x160;;;;;;
b;roleta wewnętrzna Basic 64;872;;55x78;;;;;;
b;roleta wewnętrzna Basic 65;1013;;55x98;;;;;;
b;roleta wewnętrzna Basic 66;1071;;66x98;;;;;;
b;roleta wewnętrzna Basic 67;1147;;66x118;;;;;;
b;roleta wewnętrzna Basic 68;1140;;78x98;;;;;;
b;roleta wewnętrzna Basic 69;1212;;78x118;;;;;;
b;roleta wewnętrzna Basic 70;1326;;78x140;;;;;;
b;roleta wewnętrzna Basic 71;1402;;94x118;;;;;;
b;roleta wewnętrzna Basic 72;1500;;94x140;;;;;;
b;roleta wewnętrzna Basic 73;1589;;114x118;;;;;;
